3.60E+01,4.35E-10
-1.39E-03,-3.88E-11
-6.94E-04,-5.67E-12
1.99E-01,-3.99E-12
4.00E-01,-3.39E-12
4.99E-01,-3.00E-12
5.99E-01,-2.39E-12
7.00E-01,-1.85E-12
7.99E-01,-1.66E-12
8.98E-01,-1.52E-12
9.99E-01,-1.15E-12
1.10E+00,-9.20E-13
1.20E+00,-9.24E-13
1.30E+00,-6.73E-13
1.40E+00,-3.88E-13
1.50E+00,-4.63E-13
1.60E+00,-4.10E-13
1.70E+00,-1.69E-13
1.80E+00,9.69E-13
1.90E+00,-1.56E-12
2.00E+00,2.25E-13
2.10E+00,1.62E-13
2.20E+00,1.06E-12
2.30E+00,-9.40E-13
2.40E+00,6.61E-13
2.50E+00,5.07E-13
2.60E+00,7.25E-13
2.70E+00,2.86E-13
2.80E+00,-2.72E-13
2.90E+00,1.33E-12
3.00E+00,2.07E-13
3.10E+00,-7.46E-15
3.20E+00,7.42E-13
3.30E+00,4.63E-13
3.40E+00,1.95E-13
3.50E+00,1.92E-13
3.60E+00,9.07E-13
3.70E+00,7.78E-14
3.80E+00,1.31E-12
3.90E+00,1.00E-12
4.00E+00,5.77E-13
4.10E+00,6.92E-13
4.20E+00,8.98E-13
4.30E+00,8.90E-13
4.40E+00,1.41E-12
4.50E+00,1.79E-12
4.60E+00,2.93E-12
4.70E+00,2.30E-12
4.80E+00,2.96E-12
4.90E+00,3.38E-12
5.00E+00,5.06E-12
5.10E+00,3.61E-12
5.20E+00,6.19E-12
5.30E+00,6.46E-12
5.40E+00,7.72E-12
5.50E+00,9.19E-12
5.60E+00,1.03E-11
5.70E+00,1.20E-11
5.80E+00,1.33E-11
5.90E+00,1.59E-11
6.00E+00,1.81E-11
6.10E+00,1.96E-11
6.20E+00,2.15E-11
6.30E+00,2.19E-11
6.40E+00,2.28E-11
6.50E+00,2.19E-11
6.60E+00,2.21E-11
6.71E+00,1.83E-11
6.80E+00,1.87E-11
6.91E+00,1.68E-11
7.00E+00,1.46E-11
7.10E+00,1.48E-11
7.21E+00,1.14E-11
7.30E+00,1.21E-11
7.40E+00,1.15E-11
7.50E+00,9.28E-12
7.60E+00,8.92E-12
7.70E+00,8.71E-12
7.81E+00,8.63E-12
7.90E+00,9.98E-12
8.01E+00,7.28E-12
8.11E+00,9.58E-12
8.21E+00,7.95E-12
8.31E+00,9.62E-12
8.41E+00,8.65E-12
8.51E+00,1.06E-11
8.61E+00,1.19E-11
8.71E+00,1.27E-11
8.81E+00,1.43E-11
8.91E+00,1.66E-11
9.01E+00,1.85E-11
9.11E+00,2.13E-11
9.21E+00,2.33E-11
9.31E+00,2.60E-11
9.41E+00,2.96E-11
9.51E+00,3.18E-11
9.61E+00,3.60E-11
9.71E+00,4.25E-11
9.81E+00,4.79E-11
9.91E+00,3.86E-11
1.00E+01,6.53E-11
1.01E+01,5.72E-11
1.02E+01,6.92E-11
1.03E+01,7.12E-11
1.04E+01,7.72E-11
1.05E+01,8.44E-11
1.06E+01,9.20E-11
1.07E+01,9.87E-11
1.08E+01,1.07E-10
1.09E+01,1.15E-10
1.10E+01,1.20E-10
1.11E+01,1.24E-10
1.12E+01,1.24E-10
1.13E+01,1.21E-10
1.14E+01,1.15E-10
1.15E+01,1.00E-10
1.16E+01,8.95E-11
1.17E+01,7.43E-11
1.18E+01,6.21E-11
1.19E+01,5.06E-11
1.20E+01,4.07E-11
1.21E+01,3.45E-11
1.22E+01,2.95E-11
1.23E+01,2.30E-11
1.24E+01,2.13E-11
1.25E+01,1.88E-11
1.26E+01,1.63E-11
1.27E+01,1.59E-11
1.28E+01,1.59E-11
1.29E+01,1.57E-11
1.30E+01,1.64E-11
1.31E+01,1.80E-11
1.32E+01,1.96E-11
1.33E+01,2.14E-11
1.34E+01,2.36E-11
1.35E+01,2.60E-11
1.36E+01,2.96E-11
1.37E+01,3.30E-11
1.38E+01,3.68E-11
1.39E+01,3.90E-11
1.40E+01,4.56E-11
1.41E+01,5.07E-11
1.42E+01,5.61E-11
1.43E+01,6.17E-11
1.44E+01,6.84E-11
1.45E+01,7.46E-11
1.46E+01,8.16E-11
1.47E+01,8.95E-11
1.48E+01,9.67E-11
1.49E+01,1.04E-10
1.50E+01,1.14E-10
1.51E+01,1.23E-10
1.52E+01,1.33E-10
1.53E+01,1.43E-10
1.54E+01,1.53E-10
1.55E+01,1.63E-10
1.56E+01,1.75E-10
1.57E+01,1.86E-10
1.58E+01,1.93E-10
1.59E+01,2.01E-10
1.60E+01,2.03E-10
1.61E+01,2.01E-10
1.62E+01,1.94E-10
1.63E+01,1.80E-10
1.64E+01,1.62E-10
1.65E+01,1.40E-10
1.66E+01,1.19E-10
1.67E+01,9.97E-11
1.68E+01,8.15E-11
1.69E+01,6.68E-11
1.70E+01,5.47E-11
1.71E+01,4.49E-11
1.72E+01,3.60E-11
1.73E+01,3.07E-11
1.74E+01,2.57E-11
1.75E+01,2.40E-11
1.76E+01,2.29E-11
1.77E+01,1.99E-11
1.78E+01,2.35E-11
1.79E+01,2.39E-11
1.80E+01,2.68E-11
1.81E+01,2.79E-11
1.82E+01,3.17E-11
1.83E+01,3.50E-11
1.84E+01,3.92E-11
1.85E+01,4.44E-11
1.86E+01,4.93E-11
1.87E+01,5.39E-11
1.88E+01,5.98E-11
1.89E+01,6.75E-11
1.90E+01,7.32E-11
1.91E+01,8.03E-11
1.92E+01,8.87E-11
1.93E+01,9.65E-11
1.94E+01,1.06E-10
1.95E+01,1.14E-10
1.96E+01,1.24E-10
1.97E+01,1.35E-10
1.98E+01,1.45E-10
1.99E+01,1.56E-10
2.00E+01,1.67E-10
2.01E+01,1.80E-10
2.02E+01,1.93E-10
2.03E+01,2.07E-10
2.04E+01,2.20E-10
2.05E+01,2.33E-10
2.06E+01,2.45E-10
2.07E+01,2.53E-10
2.08E+01,2.62E-10
2.09E+01,2.64E-10
2.10E+01,2.62E-10
2.11E+01,2.55E-10
2.12E+01,2.43E-10
2.13E+01,2.25E-10
2.14E+01,2.03E-10
2.15E+01,1.81E-10
2.16E+01,1.60E-10
2.17E+01,1.38E-10
2.18E+01,1.18E-10
2.19E+01,1.02E-10
2.20E+01,8.48E-11
2.21E+01,7.16E-11
2.22E+01,5.95E-11
2.23E+01,5.05E-11
2.24E+01,4.60E-11
2.25E+01,4.23E-11
2.26E+01,3.85E-11
2.27E+01,3.71E-11
2.28E+01,3.77E-11
2.29E+01,3.90E-11
2.30E+01,4.09E-11
2.31E+01,4.49E-11
2.32E+01,4.91E-11
2.33E+01,5.35E-11
2.34E+01,5.99E-11
2.35E+01,6.49E-11
2.36E+01,7.16E-11
2.37E+01,7.96E-11
2.38E+01,8.67E-11
2.39E+01,9.53E-11
2.40E+01,1.04E-10
2.41E+01,1.13E-10
2.42E+01,1.24E-10
2.43E+01,1.34E-10
2.44E+01,1.46E-10
2.45E+01,1.57E-10
2.46E+01,1.69E-10
2.47E+01,1.83E-10
2.48E+01,1.97E-10
2.49E+01,2.10E-10
2.50E+01,2.26E-10
2.51E+01,2.43E-10
2.52E+01,2.57E-10
2.53E+01,2.74E-10
2.54E+01,2.91E-10
2.55E+01,3.03E-10
2.56E+01,3.17E-10
2.57E+01,3.26E-10
2.58E+01,3.32E-10
2.59E+01,3.33E-10
2.60E+01,3.28E-10
2.61E+01,3.19E-10
2.62E+01,3.10E-10
2.63E+01,2.92E-10
2.64E+01,2.71E-10
2.65E+01,2.52E-10
2.66E+01,2.31E-10
2.67E+01,2.08E-10
2.68E+01,1.86E-10
2.69E+01,1.62E-10
2.70E+01,1.43E-10
2.71E+01,1.22E-10
2.72E+01,1.09E-10
2.73E+01,9.60E-11
2.74E+01,8.50E-11
2.75E+01,7.79E-11
2.76E+01,7.14E-11
2.77E+01,6.66E-11
2.78E+01,6.56E-11
2.79E+01,6.49E-11
2.80E+01,6.72E-11
2.81E+01,6.93E-11
2.82E+01,7.26E-11
2.83E+01,7.70E-11
2.84E+01,8.34E-11
2.85E+01,9.00E-11
2.86E+01,9.66E-11
2.87E+01,1.05E-10
2.88E+01,1.15E-10
2.89E+01,1.24E-10
2.90E+01,1.33E-10
2.91E+01,1.44E-10
